Name,Type,Mass,error Mass (not used),Teff,error Teff (not used),log(g),error log(g) (not used),log(q),log(Al/Hx),error log(Al/Hx),log(Ti/Hx),error log(Ti/Hx),log(Ca/Hx),error log(Ca/Hx),log(Ni/Hx),error log(Ni/Hx),log(Fe/Hx),error log(Fe/Hx),log(Cr/Hx),error log(Cr/Hx),log(Mg/Hx),error log(Mg/Hx),log(Si/Hx),error log(Si/Hx),log(Na/Hx),error log(Na/Hx),log(O/Hx),error log(O/Hx),log(C/Hx),error log(C/Hx),log(N/Hx),error log(N/Hx),t_Al,t_Ti,t_Ca,t_Ni,t_Fe,t_Cr,t_Mg,t_Si,t_Na,t_O,t_C,t_N
SDSSJ1102+0214,He,0.658,,5699,,8.137,,-5.277712,,,,,-9.8,0.1,,,-8.6,0.4,,,-8,0.5,,,,,,,,,,,1549057.182,883267.5822,1118542.202,755724.4089,778024.0995,823996.1346,1762185.301,1561364.765,1769096.708,2653659.366,3468643.431,3001647.568
SDSSJ1103+4144,He,0.327,,5728,,7.521,,-3.641686816,,,,,-9.4,0.1,,,-8.3,0.2,,,-7.7,0.2,,,-9.23,0.10927814,,,,,,,55585214.97,32850090.93,41765997.14,28662836.61,29273999.05,30854668.84,63056207.46,56719821.37,62420559.11,91711899.74,116258085.8,102396041.6
SDSSJ1105+0228,He,0.6,,5842,,8,,-5.0305216,,,,,-9.1,0.4,,,-8,0.4,,,-7.6,0.2,,,,,,,,,,,2646500.62,1546706.818,1944500.235,1333349.493,1369544.033,1447358.113,2990225.908,2666072.775,2997119.091,4404477.543,5670638.994,4949940.744
SDSSJ1112+0700,He,0.497,,6891,,7.867,,-4.416374275,,,,,-9.7,0.2,,,-8.5,0.5,,,-7.6,0.3,,,,,,,,,,,9536547.389,5671829.93,7181340.727,4953826.043,5061610.622,5329154.647,10783604.04,9707601.766,10705564.23,15594201.18,19718303.73,17381912.21
SDSSJ1132+3323,He,0.6,,6062,,8,,-5.1700352,,,,,-8.3,0.2,,,-7.1,0.2,,,-6.8,0.2,,,,,,,,,,,1910669.627,1144673.424,1423419.136,993643.0518,1019131.91,1075676.3,2148511.091,1925913.6,2153463.921,3098423.658,3939533.519,3460133.06
SDSSJ1134+1542,He,0.6,,6806,,8,,-5.001144,,,,,-8.5,0.1,,,-7.3,0.4,,,-6.9,0.1,,,,,,,,,,,2650891.789,1602654.842,1998094.388,1396574.153,1429104.544,1506052.114,2979668.845,2681587.67,2972815.796,4255435.38,5364089.309,4739363.287
SDSSJ1144+3720,He,0.446,,7280,,7.768,,-4.27449696,,,,,-8.5,0.2,,,-7.6,0.4,,,-7,0.2,,,,,,,,,,,12481797.14,7692965.061,9613947.806,6777368.815,6919421.075,7247781.965,14004806.74,12709636.21,13877452.84,19646525.67,24295495.45,21651755.79
SDSSJ1144+1218,He,0.577,,5320,,8.009,,-5.081153248,,,,,-9.3,0.1,,,-8.3,0.2,-10.19,0.138393536,-7.8,0.2,,,,,,,,,,,2436370.296,1399172.511,1763970.411,1198016.634,1232976.639,1306012.291,2762735.219,2452174.071,2777914.329,4136635.894,5389683.913,4677452.049
SDSSJ1147+5429,He,0.6,,5000,,8,,-5.049,,,,,-9.5,0.5,,,-8.3,0.5,,,-8.3,0.5,,,,,,,,,,,2679168.325,1517050.367,1923091.729,1294195.841,1333521.432,1415793.78,3047894.99,2691534.804,3069021.988,4613175.746,6053408.748,5236004.366
SDSSJ1149+0519,He,0.525,,7173,,7.914,,-4.750630432,,,,,-8.2,0.1,,,-7.5,0.2,,,-7.3,0.1,,,,,,,,,,,4474093.173,2744772.104,3418363.58,2413538.621,2464412.892,2587894.836,5013084.487,4537901.174,4986592.414,7058659.828,8776008.274,7806986.421
SDSSJ1150+4928,He,0.694,,7417,,8.189,,-5.351264624,,,,,-9.1,0.3,,,-7.9,0.5,,,-7.5,0.5,,,,,,,,,,,1193053.08,714830.3221,893942.0367,622011.1451,637274.2463,671556.2077,1342952.215,1207904.952,1340940.686,1936292.485,2450868.263,2158240.113
SDSSJ1152+5101,He,0.6,,4790,,8,,-4.833296,,,,,-10.4,0.3,,,-9.2,0.5,,,-9.1,0.5,,,,,,,,,,,4335508.081,2389967.526,3067552.47,2026525.16,2088103.397,2221222.172,4981406.694,4373931.729,4995189.862,7727375.204,10287550.97,8821531.719
SDSSJ1157+6138,He,0.6,,6607,,8,,-4.8805616,,,,,-9.3,0.3,,,-8.2,0.5,,,-7.6,0.5,,,,,,,,,,,3504179.947,2073068.249,2610698.983,1799991.275,1844101.41,1943630.028,3958490.436,3551056.645,3951467.37,5765232.152,7343988.701,6445336.559
SDSSJ1158+0454,He,0.566,,5344,,7.991,,-5.213924,,,,,-8.5,0.2,,,-7.5,0.3,,,-7,0.1,,,-8.78,0.211104444,,,,,,,1815145.286,1066156.424,1331195.546,917629.5532,943259.9433,998204.198,2048969.02,1825405.657,2062658.791,3010505.271,3879090.001,3384962.455
SDSSJ1158+1845,He,0.6,,6696,,8.04,,-5.113192,,,,,-8.6,0.2,,,-7.4,0.2,,,-6.4,0.1,,,,,,,,,,,2085550.008,1253660.574,1564535.45,1090349.578,1116650.128,1177185.912,2346500.267,2108785.079,2344821.006,3371517.42,4266662.787,3760006.606
SDSSJ1158+4712,He,0.6,,7840,,8,,-4.873504,,,,,-8.3,0.1,,,-6.9,0.2,,,-6.7,0.1,,,,,,,,,,,3304912.761,2039294.744,2538259.381,1797314.177,1832719.497,1924261.098,3703531.135,3360284.123,3681425.363,5193259.21,6427824.343,5731865.619
SDSSJ1158+5448,He,0.6,,6213,,8,,-4.995476,,,,,-9,0.3,,,-7.8,0.4,,,-7.3,0.2,,,,,,,,,,,2790666.892,1649164.585,2067340.439,1426474.459,1463066.277,1546194.058,3151809.789,2821057.901,3152884.054,4592022.422,5876950.056,5142235.947
SDSSJ1158+5942,He,0.587,,6046,,8.022,,-5.104242317,,,,,-8.9,0.3,,,-8.4,0.3,,,-7.7,0.2,,,,,,,,,,,2215815.553,1306023.569,1636807.066,1129410.982,1158808.88,1224591.403,2498469.991,2232776.937,2504553.152,3652199.097,4680289.219,4095872.648
SDSSJ1205+3536,He,0.684,,6000,,8.178,,-5.5522416,,,,,-8.9,0.1,,,-7.6,0.1,,,-7.2,0.1,,,-8.88,0.152860513,,,,,,,828763.0881,485681.9908,607194.739,417545.685,429663.0431,454075.427,935099.016,832978.1318,940641.2067,1376727.54,1775399.119,1549073.413
SDSSJ1211+2326,He,1.005,,6609,,8.663,,-6.96567255,,,,,-8.3,0.2,,,-6.9,0.2,,,-6.7,0.1,,,-8.28,0.225617437,,,,,,,35709.67552,21040.4424,25967.62937,18029.51901,18600.24202,19676.59553,40028.32297,35570.56012,40589.13491,58789.70314,75975.44757,66270.30601
SDSSJ1217+1157,He,0.285,,6012,,7.401,,-3.229290202,,,,,-9.6,0.2,,,-8.7,0.3,,,-7.8,0.2,,,,,,,,,,,133427520.1,79446982.72,101623141.1,69958165.54,71120795.88,74737818.29,151696096.8,136967714.2,149373173.5,218467688.1,274559082.2,243078872.3
SDSSJ1218+0023,He,0.776,,6500,,8.314,,-5.7976352,,,,,-9.2,0.2,,,-8.5,0.3,,,-7.8,0.2,,,,,,,,,,,470048.2066,274767.1443,343607.3143,236238.3496,242833.6121,256958.1519,530688.8952,472905.5381,533401.7055,783452.7332,1010960.995,881500.1692
SDSSJ1220+0929,He,0.6,,6677,,8,,-5.0424728,,,,,-8.4,0.1,,,-7.4,0.1,,,-6.8,0.1,,,-8.48,0.141419762,,,,,,,2437043.044,1472779.058,1834830.708,1283746.286,1313648.578,1384456.135,2738555.835,2464127.639,2734986.582,3913264.472,4936637.069,4358521.574
SDSSJ1224+2838,He,0.576,,4991,,8.01,,-4.897772032,,,,,-10.2,0.1,,,-9.1,0.5,,,-9,0.5,,,,,,,,,,,3722222.277,2071188.147,2650336.344,1760617.41,1814282.836,1926546.749,4258371.553,3755572.307,4274884.802,6552701.973,8677867.046,7456756.338
SDSSJ1229+0743,He,0.204,,6014,,7.133,,-2.61752039,,,,,-8.9,0.2,,,-7.3,0.2,-9.4,0.2828427125,-7.3,0.2,,,-9.18,0.126987894,,,,,,,498117949.9,304313031.5,388209023.3,271008300,274533128,288169270.6,562253531.6,511231719.6,551018007.5,786170949.9,967469651.2,867719901.7
SDSSJ1230+3143,He,0.398,,6310,,7.676,,-3.958740608,,,,,-9.6,0.3,,,-8.3,0.3,,,-8.1,0.3,,,,,,,,,,,27000494.12,15968744.93,20315284.66,13964002.57,14254361.74,14997944.56,30601162.14,27548245.97,30297718.07,44378407.33,56183877.95,49492536.5
SDSSJ1234+5208,He,0.637,,7627,,8.098,,-5.32031632,,,-8.97,0.124930923,-7.5,0.1,,,-6.3,0.1,-8.05,0.124930923,-5.7,0.1,,,-8,0.090042964,,,,,,,1266316.518,786318.0988,970971.029,691719.9032,706339.3608,741662.4168,1413674.447,1281959.402,1410347.951,1972396.722,2443083.283,2179065.436
SDSSJ1238+2149,He,0.632,,5437,,8.097,,-5.409814662,,,,,-8.9,0.3,,,-7.9,0.3,,,-7.3,0.2,,,-8.68,0.21411469,,,,,,,1167918.99,678005.6934,848516.4674,581324.5649,598422.9975,633568.1559,1320721.919,1173077.42,1331014.158,1961194.741,2544874.207,2212737.394
SDSSJ1245+0822,He,0.6,,6074,,8,,-5.1679904,,,,,-8.3,0.2,,,-7.6,0.2,,,-7,0.2,,,-8.88,0.18249123,,,,,,,1917481.577,1149008.39,1428714.986,997472.1987,1023059.282,1079749.968,2155932.701,1932651.731,2160902.64,3108576.79,3951569.275,3471087.807
SDSSJ1254+3551,He,0.597,,6417,,8.036,,-4.933693408,,,,,-9.7,0.2,,,-8.1,0.2,,,-7.6,0.2,,,,,,,,,,,3167415.727,1848128.945,2337537.735,1597271.087,1637779.064,1730040.342,3591027.621,3207736.941,3585613.771,5293525.755,6800742.124,5942051.649
SDSSJ1257+3238,He,0.6,,5376,,8,,-5.165352,,,,,-8.8,0.2,,,-7.6,0.4,,,-7.2,0.2,,,,,,,,,,,2012374.475,1173327.366,1469326.8,1008149.177,1037104.217,1097294.494,2275659.079,2024010.681,2289838.22,3363541.574,4350997.162,3790481.663
SDSSJ1257-0310,He,0.6,,6269,,8,,-5.0730712,,,,,-8.6,0.1,,,-7.4,0.2,,,-7.1,0.1,,,,,,,,,,,2328820.417,1390874.676,1733599.608,1207755.99,1238520.502,1306435.581,2621324.581,2347781.088,2625790.06,3786559.627,4815901.548,4230276.941
SDSSJ1259+3112,He,0.589,,5664,,8.027,,-4.973632,,,,,-9.8,0.3,,,-8.6,0.4,,,-8.6,0.4,,,,,,,,,,,3039520.086,1737819.985,2204726.521,1489981.985,1532592.224,1621001.909,3456638.21,3070200.417,3464287.497,5191770.978,6763194.318,5863957.786
SDSSJ1259+4729,He,0.454,,5682,,7.795,,-4.32557808,,,,,-9.8,0.4,,,-8.7,0.5,,,-8.6,0.5,,,,,,,,,,,12621380.16,7290058.41,9287093.288,6292815.865,6450556.982,6813775.306,14366866.23,12821646.77,14311297.44,21352978.56,27566323.47,24023597.78
SDSSJ1303+4055,He,0.618,,6481,,8.071,,-5.215352698,,,,,-8.7,0.3,,,-7.9,0.3,,,-7.2,0.2,,,,,,,,,,,1686201.291,1006024.291,1255511.711,872946.5465,894561.22,943896.6988,1898152.862,1703105.628,1901563.651,2750653.068,3496637.013,3072414.582
SDSSJ1308+0957,He,0.6,,7692,,8,,-4.9245264,,,,,-8.1,0.2,,,-6.9,0.3,,,-7,0.2,,,,,,,,,,,2970648.04,1834989.57,2280274.864,1615679.446,1649808.74,1732156.788,3326987.736,3017304.914,3310530.55,4656752.968,5766963.464,5144168.669
SDSSJ1308+0258,He,0.6,,6003,,8,,-4.963592,,,,,-9.3,0.2,,,-7.8,0.2,,,-7.9,0.2,,,,,,,,,,,3029088.764,1767453.513,2226092.467,1526679.943,1565842.224,1654809.479,3423866.321,3054420.318,3431664.326,5045311.675,6496340.799,5668602.448
SDSSJ1314+3748,He,0.819,,6201,,8.379,,-6.249745798,,,,,-8.2,0.4,,,-7.1,0.4,,,-6.9,0.2,,,-8.43,0.32949592,,,,,,,176012.5735,104456.5798,129215.5482,89898.792,92535.37762,97856.64456,197645.4288,176239.4464,199578.9688,288365.1509,370252.192,323592.0594
SDSSJ1316+1918,He,0.375,,5160,,7.639,,-3.83386128,,,,,-10.3,0.4,,,-9.2,0.5,,,-9.1,0.5,,,,,,,,,,,38597223.44,21765353.65,28143886.07,18763941.23,19217360.09,20333387.07,44214026.17,39308644.13,43899297.25,66916578.65,87175323.56,75611519.88
SDSSJ1319+3641,He,0.763,,7464,,8.294,,-5.718955968,,,,,-8.6,0.3,,,-7.4,0.3,,,-7.2,0.2,,,,,,,,,,,529581.2281,318713.3881,395957.0121,277030.9601,284252.5093,299340.4285,593734.1627,534226.1064,595318.1277,853285.1399,1080033.203,951919.0945
SDSSJ1320+0204,He,0.6,,7356,,8,,-4.9468944,,,,,-8.3,0.3,,,-7.1,0.3,,,-7,0.3,,,,,,,,,,,2881291.513,1763151.374,2193992.81,1547710.04,1581661.706,1662224.197,3229886.044,2919824.847,3215046.066,4557631.415,5682182.785,5047598.47
SDSSJ1321-0237,He,0.6,,5592,,8,,-5.1569728,,,,,-8.7,0.3,,,-7.3,0.3,-9.55,0.279203445,-6.9,0.2,,,-8.58,0.265432786,,,,,,,2023846.64,1188870.087,1487513.103,1024428.377,1053129.068,1113613.277,2283545.135,2037875.274,2295311.328,3353309.197,4314570.801,3771426.08
SDSSJ1329+1301,He,0.381,,6706,,7.636,,-3.926226496,,,,,-8.9,0.2,,,-8,0.3,,,-7.4,0.1,,,,,,,,,,,27706029.02,16836473.69,21198139.26,14825999.71,15125251.06,15874758.82,31209009.63,28261196.25,30877817.21,44184560.64,55051351.74,48902891.75
SDSSJ1336+3547,He,0.609,,6172,,8.057,,-5.183697626,,,,,-8.9,0.1,,,-7.9,0.1,-9.8,0.109103573,-7.1,0.1,,,-9.4,0.066359549,,,,,,,1845561.105,1089854.106,1363600.37,941782.961,966607.0643,1021572.583,2081893.068,1861027.622,2086910.084,3039069.287,3893153.347,3406501.634
SDSSJ1339+2643,He,0.622,,6452,,8.077,,-5.175012,,,,,-9,0.2,,,-8.4,0.2,,,-7.6,0.1,,,,,,,,,,,1846441.089,1093249.924,1368054.68,946591.4818,970312.1198,1024262.932,2081940.531,1864920.487,2085179.545,3035704.232,3874870.422,3396780.284
SDSSJ1340+2702,He,0.6,,8413,,8,,-5.035352,,,,,-7,0.1,,,-5.6,0.1,,,-5.1,0.1,,,-7.43,0.211104444,,,,,,,2305345.384,1463484.072,1801922.051,1300289.334,1324463.517,1384803.014,2562925.605,2342804.233,2547322.901,3494877.84,4247447.309,3826308.654
SDSSJ1342+1813,He,0.6,,5524,,8,,-5.097832,,,,,-9,0.5,,,-7.9,0.5,,,-7.8,0.5,,,,,,,,,,,2306109.899,1342987.591,1683325.103,1153899.539,1186227.533,1256238.213,2610862.497,2322095.089,2622333.965,3860041.732,4993441.887,4350067.541
SDSSJ1345+1153,He,0.689,,6000,,8.19,,-5.76076,,,,,-8.1,0.1,,,-6.9,0.2,-8.7,0.223728185,-7,0.1,,,,,,,,,,,523349.7246,311992.3893,386217.546,269470.9789,276964.4319,292571.4877,586721.496,524459.5524,591169.4734,851200.7547,1088107.992,952690.8629
SDSSJ1347+1415,He,0.696,,6520,,8.194,,-5.5760896,,,,,-8.6,0.2,,,-7.3,0.2,,,-7.1,0.1,,,,,,,,,,,763116.1698,454569.7965,565601.6347,393014.2704,403565.6931,426223.1084,858599.549,769205.2505,862771.6617,1248092.162,1591524.908,1396312.597
SDSSJ1350+1058,He,0.902,,5176,,8.505,,-6.46523712,,,,,-9.5,0.3,,,-8.3,0.5,,,-8.3,0.5,,,,,,,,,,,114218.6335,64239.63135,80493.913,54256.64808,56167.75168,59673.71008,129637.6172,113867.8079,131756.1937,198784.739,264274.3662,226307.5484
SDSSJ1351+2645,He,0.421,,5640,,7.73,,-4.4369744,,,,,-8.5,0.2,,,-7.8,0.3,,,-7.9,0.2,,,,,,,,,,,9759132.175,5839977.851,7304175.507,5073307.66,5201531.106,5476914.989,10999577.4,9874974.89,10981356.73,15894658.45,20126858.81,17722753.62
SDSSJ1356+2416,He,0.58,,6173,,8.01,,-5.00922096,,,,,-9.1,0.2,,,-8.2,0.2,,,-7.3,0.2,,,,,,,,,,,2713034.772,1597280.597,2005153.46,1380557.285,1416141.833,1496707.366,3064761.42,2740366.64,3067696.226,4481969.492,5746141.971,5024084.047
SDSSJ1356+0236,He,0.595,,7662,,8.028,,-5.025250304,,,,,-8,0.1,,,-6.7,0.2,,,-6.3,0.1,,,,,,,,,,,2387047.823,1474338.206,1829837.586,1296907.853,1325479.82,1391506.118,2671705.251,2421994.318,2660801.912,3739491.445,4635286.09,4133796.755
SDSSJ1401+3659,He,0.557,,5931,,7.973,,-4.733508054,,,,,-10.1,0.1,,,-9.2,0.3,,,-8.1,0.3,,,,,,,,,,,5091578.435,2915280.078,3717938.883,2509249.944,2574909.908,2724968.732,5798053.874,5156754.288,5791719.027,8677012.966,11268565.84,9786564.132
SDSSJ1404+3620,He,0.709,,6284,,8.216,,-5.654747814,,,,,-8.7,0.1,,,-8.3,0.2,,,-7.3,0.1,,,,,,,,,,,649256.4823,383516.8033,477786.4093,330723.6808,339868.4077,359352.2735,730908.9772,652158.1049,735324.0945,1068921.702,1370957.203,1199327.783
SDSSJ1405+2542,He,0.6,,5890,,8,,-4.9352,,,,,-9.5,0.4,,,-8.4,0.5,,,-7.8,0.3,,,,,,,,,,,3249076.971,1883128.69,2376183.632,1621810.097,1665098.77,1759705.535,3682985.423,3279140.31,3691475.582,5464117.125,7062525.03,6144973.297
SDSSJ1405+1549,He,0.621,,7055,,8.073,,-5.16570496,,,,,-8.5,0.1,,,-7.3,0.1,,,-6.9,0.1,,,-9.18,0.102094643,,,,,,,1816094.989,1098911.707,1367182.718,958214.1063,980841.4259,1032501.759,2037692.092,1835585.253,2036078.697,2911780.009,3666424.953,3240311.783
SDSSJ1411+3410,He,0.807,,5500,,8.363,,-6.3098584,,,,,-8.3,0.4,,,-7.1,0.5,-9.05,0.25377411,-6.6,0.2,,,-9.18,0.238539931,,,,,,,160033.6092,93556.59344,115918.0856,80038.54774,82556.48619,87458.73672,180020.0177,159700.8398,182551.9179,266285.7952,346078.9624,300505.2059
SDSSJ1421+1843,He,0.562,,6517,,7.978,,-4.987746016,,,,,-8.5,0.1,,,-7.3,0.2,,,-6.7,0.1,,,,,,,,,,,2771762.814,1668207.418,2081709.212,1453851.444,1487414.572,1567971.079,3116549.635,2804465.153,3114799.154,4477442.817,5656164.712,4987099.855
SDSSJ1428+4403,He,0.614,,6574,,8.064,,-5.02744288,,,,,-9.5,0.1,,,-8.9,0.2,,,-7.9,0.1,,,,,,,,,,,2554092.795,1499010.49,1891874.066,1298173.298,1331031.164,1404832.184,2890789.363,2586572.596,2887542.918,4238656.511,5428254.787,4751652.499
SDSSJ1429+3841,He,0.375,,5636,,7.634,,-3.77537655,,,,,-10.3,0.2,,,-9.2,0.5,,,-9.1,0.5,,,,,,,,,,,42472023.28,24346935.25,31389395.38,21100754.47,21581339.66,22769945.13,48597317.87,43414914.53,48067505.43,72516972.95,93477380.64,81557123.67
SDSSJ1430-0151,He,0.621,,6344,,8.076,,-5.478897331,,,-8.6,0.2236067977,-7.6,0.1,,,-6.4,0.1,-8.2,0.2236067977,-6,0.1,,,-7.9,0.2236067977,,,,,,,950763.3566,579839.2838,715591.7603,505198.3385,518099.0243,545511.1543,1062582.633,956926.0435,1067622.147,1511267.125,1902306.252,1681459.357
SDSSJ1443+5833,He,0.6,,7061,,8,,-4.957484,,,,,-8.5,0.2,,,-7.3,0.2,,,-7.1,0.1,,,,,,,,,,,2862912.007,1738008.916,2164193.06,1518937.835,1553445.424,1634165.359,3212240.105,2897690.52,3203052.079,4574251.087,5738944.172,5082483.764
SDSSJ1443+3014,He,0.6,,6955,,8,,-5.048808,,,,,-8.1,0.3,,,-7.1,0.2,,,-6.5,0.2,,,,,,,,,,,2357501.621,1439766.287,1788067.873,1260991.038,1290363.292,1355476.523,2640511.115,2384009.601,2639295.395,3743897.93,4681963.245,4149999.076
SDSSJ1445+0913,He,0.6,,7035,,8,,-5.108752,,,,,-7.7,0.2,,,-6.6,0.2,,,-6.2,0.1,,,-7.53,0.218987473,,,,,,,2066274.424,1274465.255,1575897.621,1118067.439,1143963.058,1200792.592,2309425.729,2090200.754,2305642.665,3245278.705,4035636.116,3590608.048
SDSSJ1448+1047,He,0.682,,6331,,8.173,,-5.443768758,,,,,-9.1,0.2,,,-7.8,0.2,,,-7.5,0.1,,,,,,,,,,,1031711.783,605952.2332,758008.9767,522065.0047,536156.9096,567158.8964,1164461.024,1039596.855,1169262.304,1712085.893,2200855.258,1922340.83
SDSSJ1500+2315,He,0.6,,6630,,8,,-5.089576,,,,,-8.2,0.4,,,-7,0.4,,,-6.6,0.2,,,,,,,,,,,2198993.775,1333374.054,1657448.336,1163761.539,1190869.027,1253903.169,2467811.593,2221385.844,2466629.948,3516122.522,4429390.807,3912586.932
SDSSJ1502+3744,He,0.624,,5525,,8.084,,-5.07938592,,,,,-10.1,0.2,,,-8.9,0.5,,,-8.8,0.5,,,,,,,,,,,2428566.947,1371871.519,1746739.575,1171137.372,1204843.281,1277456.852,2771258.001,2451599.025,2780154.683,4207900.287,5519369.127,4770847.34
SDSSJ1507+4034,He,0.6,,7304,,8,,-5.007064,,,,,-8,0.2,,,-6.8,0.2,,,-6.3,0.1,,,,,,,,,,,2544251.27,1563118.849,1940850.125,1374016.664,1403485.726,1475679.35,2848131.257,2574992.687,2835045.282,4000626.432,4976362.4,4427188.361
SDSSJ1518+0506,He,0.672,,5187,,8.161,,-5.530962749,,,,,-9.3,0.2,,,-8.7,0.3,,,-8.3,0.3,,,,,,,,,,,909634.3416,518413.4025,651991.6713,441754.7704,455382.6164,483094.642,1031853.515,912068.9015,1041950.471,1558830.333,2043783.309,1767237.213
SDSSJ1524+4049,He,0.701,,6203,,8.203,,-5.69564568,,,,,-8.4,0.1,,,-7.5,0.2,-9.15,0.148735641,-7.1,0.1,,,-8.68,0.120922665,,,,,,,595568.9899,353793.6798,439636.58,305614.1191,314128.6437,331753.8302,669420.9343,597637.2925,673714.5792,973566.9466,1245632.184,1091213.398
SDSSJ1534+1242,He,0.6,,6197,,8,,-5.2287032,,,,,-7.9,0.3,,,-6.7,0.3,,,-6.9,0.2,,,,,,,,,,,1663081.758,1008067.469,1247640.891,876692.3158,899181.1625,947740.8496,1861768.165,1674609.69,1866919.535,2661828.067,3358625.647,2960394.577
SDSSJ1535+1247,He,0.682,,5950,,8.175,,-5.618008,,,-9.6,0.1414213562,-8.6,0.1,-8.5,0.1414213562,-7.5,0.1,-9.2,0.1414213562,-7,0.1,,,-8.6,0.1414213562,,,,,,,717510.069,423085.3622,526914.3181,364173.2148,374772.7453,396091.9353,807926.773,720662.6262,813804.337,1183531.987,1522719.818,1330393.15
SDSSJ1537+3608,He,0.6,,5519,,8,,-4.914272,,,,,-9.8,0.3,,,-8.6,0.5,,,-8.6,0.5,,,,,,,,,,,3495830.765,1994035.106,2532225.629,1707082.067,1756402.312,1858567.763,3978366.599,3533055.014,3990513.644,5991108.71,7815745.334,6776427.559
SDSSJ1540+5352,He,0.6,,6500,,8,,-5.0122,,,,,-8.7,0.3,,,-7.5,0.3,,,-6.8,0.1,,,,,,,,,,,2629056.988,1573258.185,1966074.634,1368989.131,1400876.984,1477066.335,2959374.995,2659500.033,2959374.995,4273660.315,5415019.19,4766504.419
SDSSJ1542+4650,He,0.744,,6130,,8.269,,-5.962532896,,,,,-8.1,0.2,,,-6.9,0.1,,,-6.5,0.1,,,-8.13,0.224859423,,,,,,,332986.9642,198491.3127,245545.7468,171295.0448,176160.8933,186037.7678,373484.3565,333690.8667,376620.8993,542420.9013,693687.6074,607767.6781
SDSSJ1543+2024,He,0.6,,6206,,8,,-5.0615232,,,,,-8.7,0.2,,,-7.6,0.4,,,-7.1,0.2,,,,,,,,,,,2402680.369,1429794.427,1785046.772,1239846.727,1271651.184,1342374.211,2707267.689,2423599.197,2711449.998,3922415.532,5000750.649,4386615.815
SDSSJ1545+5236,He,0.639,,6068,,8.107,,-5.340802086,,,,,-8.9,0.1,,,-8,0.2,,,-7.5,0.1,,,,,,,,,,,1314421.176,773054.5332,967227.6377,666605.5838,684870.6125,723886.6163,1482489.291,1322979.653,1488625.364,2173771.199,2793227.426,2441168.911
SDSSJ1549+2633,He,0.614,,6794,,8.063,,-4.985970099,,,,,-9.6,0.2,,,-8,0.2,,,-7.9,0.1,,,,,,,,,,,2759309.824,1624314.298,2049274.07,1408902.42,1443364.584,1523055.866,3120086.149,2795298.009,3114632.398,4556860.306,5818101.148,5105064.895
SDSSJ1549+1906,He,0.6,,6246,,8,,-5.0554112,,,,,-8.7,0.2,,,-7.3,0.3,,,-7,0.1,,,,,,,,,,,2428488.214,1446430.597,1805151.265,1254550.073,1286731.699,1357993.215,2736145.575,2449812.239,2739968.689,3960751.542,5046650.161,4427857.136
SDSSJ1554+1735,He,0.721,,6847,,8.231,,-5.666320541,,,,,-8.4,0.1,,,-7.6,0.1,,,-7.1,0.1,,,-8.7,0.064811613,,,,,,,614222.3284,368524.5292,457760.0602,319705.4137,327934.4845,345734.2461,689742.3659,618522.0691,692652.646,993660.206,1261940.3,1110142.943
SDSSJ1604+1830,He,0.636,,6421,,8.1,,-5.129556,,,,,-9.6,0.1,,,-8.5,0.3,,,-8.4,0.2,,,,,,,,,,,2057271.075,1200041.652,1514406.831,1035865.479,1062741.598,1123309.314,2330931.119,2080719.034,2331746.212,3439874.198,4426826.285,3864696.199
SDSSJ1610+4006,He,0.6,,6552,,8,,-5.00388,,,,,-8.7,0.3,,,-7.2,0.2,,,-7.3,0.1,,,,,,,,,,,2669916.013,1599546.243,1998926.383,1391863.993,1424557.554,1501747.093,3005367.599,2701349.645,3003928.56,4334677.585,5489702.378,4833632.188
SDSSJ1612+3534,He,0.6,,7181,,8,,-4.938764,,,,,-8.5,0.5,,,-7.3,0.5,,,-7.3,0.3,,,,,,,,,,,2965978.51,1802569.424,2247066.887,1578846.832,1612931.784,1696742.742,3327882.623,3005328.847,3314698.258,4728463.054,5919322.471,5248026.266
SDSSJ1616+3303,He,0.569,,6491,,7.991,,-5.089525274,,,,,-8.2,0.1,,,-7.1,0.2,,,-6.7,0.1,,,,,,,,,,,2220134.815,1344228.03,1672201.633,1172530.436,1199838.598,1263366.193,2493128.384,2242788.712,2492914.291,3561587.218,4490484.086,3962647.724
SDSSJ1624+3310,He,0.6,,6654,,8,,-4.8923328,,,,,-9.2,0.3,,,-8,0.4,,,-7.2,0.1,,,,,,,,,,,3397216.306,2017087.788,2535586.32,1752149.665,1795123.78,1891144.874,3834217.985,3442649.429,3827429.501,5569271.627,7081675.134,6220550.211
SDSSJ1626+3303,He,0.6,,6715,,8,,-4.99734,,,,,-8.6,0.2,,,-7.5,0.3,,,-7.1,0.1,,,,,,,,,,,2687175.307,1618780.633,2021100.921,1409249.859,1442646.744,1520505.516,3023402.724,2719368.108,3017421.636,4333990.949,5475553.164,4829653.792
SDSSJ1627+4646,He,0.45,,6000,,7.785,,-4.341172,,,,,-9.4,0.5,,,-8.3,0.5,,,-7.9,0.3,,,,,,,,,,,11869925.69,6978273.712,8828684.556,6060772.745,6203945.871,6540877.265,13434453.36,12045587.87,13385666.49,19670164.87,25113543.75,22023584.25
