Name,Type,Mass,error Mass (not used),Teff,error Teff (not used),log(g),error log(g) (not used),log(q),log(Al/Hx),error log(Al/Hx),log(Ti/Hx),error log(Ti/Hx),log(Ca/Hx),error log(Ca/Hx),log(Ni/Hx),error log(Ni/Hx),log(Fe/Hx),error log(Fe/Hx),log(Cr/Hx),error log(Cr/Hx),log(Mg/Hx),error log(Mg/Hx),log(Si/Hx),error log(Si/Hx),log(Na/Hx),error log(Na/Hx),log(O/Hx),error log(O/Hx),log(C/Hx),error log(C/Hx),log(N/Hx),error log(N/Hx),t_Al,t_Ti,t_Ca,t_Ni,t_Fe,t_Cr,t_Mg,t_Si,t_Na,t_O,t_C,t_N
GaiaJ1922+4709,He,0.6,,15500,,7.95,,0,-6.9,0.2,-9.05,0.15,-7.53,0.15,,,-5.88,0.15,-8.3,0.15,-6.14,0.15,-6.02,0.15,,,-5.51,0.15,,,,,0,0,0,0,0,0,0,0,0,0,0,0
EC22211-2525,He,0.6,,14740,,7.89,,0,-7.7,0.3,-9.6,0.15,-7.85,0.2,,,-6.84,0.15,-8.79,0.15,-6.52,0.15,-6.67,0.15,,,-5.76,0.15,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SDSSJ2248+2632,He,0.6,,17370,,8.02,,0,,,,,-7.45,0.23,,,-7.1,0.27,,,-6.52,0.15,-6.83,0.15,,,-5.94,0.15,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0006-op-S,H,0.6,,23920,,8.04,,0,<-5.6,,<-6.3,,-6.17,0.1,<-4.99,,<-4.66,,<-5.71,,-4.95,0.1,-4.93,0.1,<-5.11,,<-3.92,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0006-uv-S,H,0.6,,23920,,8.04,,0,-6.5,0.18,,,,,<-6.5,,<-5,,,,,,-5.48,0.1,,,-4.48,0.1,-6.9,0.1,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0006-op-P,H,0.6,,22840,,7.86,,0,<-5.6,,<-6.3,,-6.32,0.1,<-4.99,,<-4.66,,<-5.71,,-5.03,0.1,-5.03,0.1,<-5.11,,<-3.92,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0006-uv-P,H,0.6,,22840,,7.86,,0,-6.5,0.18,,,,,<-6.5,,<-5,,,,,,-5.5,0.1,,,-4.54,0.1,-6.93,0.1,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0611-op-S,H,0.6,,17750,,8.14,,0,<-4.5,,<-5.64,,-6.08,0.15,<-3,,,,<-3.5,,-4.61,0.11,-4.7,0.11,,,-3.75,0.16,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0611-uv-S,H,0.6,,17750,,8.14,,0,-6.46,0.1,,,,,-6.83,0.1,-5.23,0.1,,,,,-5.22,0.1,,,-4.28,0.1,-7.15,0.1,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0611-op-P,H,0.6,,16530,,7.81,,0,<-4.5,,<-5.64,,-6.37,0.14,<-3,,,,<-3.5,,-4.68,0.11,-4.72,0.15,,,-3.84,0.16,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0611-uv-P,H,0.6,,16530,,7.81,,0,-6.71,0.18,,,,,-7.05,0.1,-5.45,0.1,,,,,-5.24,0.1,,,-4.33,0.1,-7.29,0.1,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0510-op-S,H,0.6,,21700,,8.22,,0,<-5.3,,<-5.86,,-6.31,0.1,<-3.77,,<-4.1,,<-4.53,,-5.23,0.1,-5.12,0.1,<-5.44,,-4.23,0.11,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0510-uv-S,H,0.6,,21700,,8.22,,0,-7.04,0.1,,,,,,,,,,,,,-5.85,0.17,,,-4.98,0.12,<-8.27,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0510-op-P,H,0.6,,20130,,8.13,,0,<-5.3,,<-5.86,,-6.8,0.1,<-3.77,,<-4.1,,<-4.53,,-5.35,0.1,-5.13,0.1,<-5.44,,-4.35,0.11,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0510-uv-P,H,0.6,,20130,,8.13,,0,-6.99,0.15,,,,,,,,,,,,,-5.88,0.11,,,-5.07,0.12,<-8.27,,,,0,0,0,0,0,0,0,0,0,0,0,0
WD1622-op-S,He,0.6,,23430,,7.8,,0,<-5.9,,<-6.77,,-5.85,0.1,<-5.1,,<-5.23,,<-5.74,,-4.91,0.1,-5.2,0.1,<-4.67,,<-4.46,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WD1622-uv-S,He,0.6,,23430,,7.8,,0,-6.28,0.1,,,,,-6.29,0.24,-5.26,0.1,,,-4.76,0.1,-5.2,0.1,,,-5.39,0.1,-4.75,0.11,,,0,0,0,0,0,0,0,0,0,0,0,0
WD1622-op-P,He,0.6,,21530,,7.98,,0,<-5.9,,<-6.77,,-7.02,0.1,<-5.1,,<-5.23,,<-5.74,,-5.49,0.17,-5.68,0.1,<-4.67,,<-4.46,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WD1622-uv-P,He,0.6,,21530,,7.98,,0,-6.38,0.1,,,,,-6.71,0.28,-5.55,0.13,,,-5.27,0.1,-5.18,0.17,,,-5.8,0.1,-4.69,0.25,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0347-op-S,H,0.6,,21820,,8.1,,0,<-5.2,,<-6.43,,<-5.68,,<-4.67,,<-4.38,,<-5.47,,-5.78,0.16,<-5.3,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0347-op-P,H,0.6,,18850,,7.84,,0,<-5.2,,<-6.43,,<-5.92,,<-4.67,,<-4.38,,<-5.47,,-6.05,0.16,<-5.3,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0347-uv-S,H,0.6,,21820,,8.1,,0,-7.34,0.2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0347-uv-P,H,0.6,,18850,,7.84,,0,-7.26,0.2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0644-op-S,He,0.6,,18350,,8.18,,0,-6.76,0.11,-8.35,0.11,-6.7,0.1,<-7.21,,-6.51,0.1,-7.8,0.1,-5.73,0.1,-5.97,0.1,<-5.65,,-5.17,0.13,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0644-op-P,He,0.6,,17000,,7.98,,0,-7.05,0.11,-9.13,0.1,-7.41,0.1,<-7.21,,-7.15,0.1,-8.56,0.1,-6.33,0.1,-6.26,0.1,<-5.65,,-5.6,0.13,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ2100-op-S,H,0.6,,25570,,8.1,,0,<-5.8,,<-6.69,,-6.21,0.11,<-5.11,,-4.96,0.14,<-5.78,,-5.08,0.1,-5.12,0.1,<-5.18,,<-4.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ2100-op-P,H,0.6,,22000,,7.92,,0,<-5.8,,<-6.69,,-6.65,0.1,<-5.11,,-5.49,0.14,<-5.78,,-5.35,0.1,-5.36,0.1,<-5.18,,<-4.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ2100-uv-S,H,0.6,,25570,,8.1,,0,-6.48,0.1,,,,,,,,,,,-5.23,0.1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ2100-uv-P,H,0.6,,22000,,7.92,,0,-6.49,0.1,,,,,,,,,,,-5.57,0.1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
RealEarthMixFcf0p0,H,0.6,,20000,,8,,0,-6.80276465,0.05,-8.582361968,0.05,-7.127093901,0.05,-8.860826975,0.05,-7.139245552,0.05,-8.353325438,0.05,-5.729720702,0.05,-5.908935082,0.05,-8.118447876,0.05,-5.578326444,0.05,-8.91697837,0.05,,,0,0,0,0,0,0,0,0,0,0,0,0
RealEarthMixFcf0p1,H,0.6,,20000,,8,,0,-6.835938804,0.05,-8.615536122,0.05,-7.160268055,0.05,-7.728465894,0.05,-6.403408472,0.05,-8.088735564,0.05,-5.762894856,0.05,-5.909546281,0.05,-8.15162203,0.05,-5.611500598,0.05,-8.077468379,0.05,-9.809852925,0.05,0,0,0,0,0,0,0,0,0,0,0,0
RealEarthMixFcf0p2,H,0.6,,20000,,8,,0,-6.874132491,0.05,-8.653729809,0.05,-7.198461743,0.05,-7.431278649,0.05,-6.132560883,0.05,-7.917338596,0.05,-5.801088544,0.05,-5.910195445,0.05,-8.189815717,0.05,-5.649694286,0.05,-7.797094037,0.05,-9.491368177,0.05,0,0,0,0,0,0,0,0,0,0,0,0
RealEarthMixFcf0p3,H,0.6,,20000,,8,,0,-6.918767003,0.05,-8.698364321,0.05,-7.243096254,0.05,-7.247578101,0.05,-5.958500537,0.05,-7.788145574,0.05,-5.845723055,0.05,-5.910886228,0.05,-8.234450229,0.05,-5.694328797,0.05,-7.619454311,0.05,-9.300431127,0.05,0,0,0,0,0,0,0,0,0,0,0,0
RealEarthMixFcf0p4,H,0.6,,20000,,8,,0,-6.971932455,0.05,-8.751529773,0.05,-7.296261706,0.05,-7.111760884,0.05,-5.827684059,0.05,-7.683009133,0.05,-5.898888507,0.05,-5.911622763,0.05,-8.287615681,0.05,-5.747494249,0.05,-7.486761358,0.05,-9.160968784,0.05,0,0,0,0,0,0,0,0,0,0,0,0
RealEarthMixFcf0p5,H,0.6,,20000,,8,,0,-7.036880671,0.05,-8.816477989,0.05,-7.361209923,0.05,-7.002368915,0.05,-5.721353149,0.05,-7.593338,0.05,-5.963836724,0.05,-5.912409754,0.05,-8.352563897,0.05,-5.812442466,0.05,-7.379275151,0.05,-9.049380988,0.05,0,0,0,0,0,0,0,0,0,0,0,0
RealEarthMixFcf0p6,H,0.6,,20000,,8,,0,-7.119075348,0.05,-8.898672666,0.05,-7.443404599,0.05,-6.90964365,0.05,-5.630694535,0.05,-7.514369439,0.05,-6.046031401,0.05,-5.91325257,0.05,-8.434758574,0.05,-5.894637142,0.05,-7.287833678,0.05,-8.955188156,0.05,0,0,0,0,0,0,0,0,0,0,0,0
RealEarthMixFcf0p7,H,0.6,,20000,,8,,0,-7.228782605,0.05,-9.008379923,0.05,-7.553111856,0.05,-6.828303974,0.05,-5.55084397,0.05,-7.443177205,0.05,-6.155738657,0.05,-5.914157373,0.05,-8.54446583,0.05,-6.004344399,0.05,-7.207417594,0.05,-8.872798403,0.05,0,0,0,0,0,0,0,0,0,0,0,0
RealEarthMixFcf0p8,H,0.6,,20000,,8,,0,-7.389088711,0.05,-9.168686029,0.05,-7.713417962,0.05,-6.755156884,0.05,-5.478820873,0.05,-7.377825941,0.05,-6.316044764,0.05,-5.915131262,0.05,-8.704771937,0.05,-6.164650505,0.05,-7.134966842,0.05,-8.798862759,0.05,0,0,0,0,0,0,0,0,0,0,0,0
RealEarthMixFcf0p9,H,0.6,,20000,,8,,0,-7.673738106,0.05,-9.453335424,0.05,-7.998067357,0.05,-6.688114401,0.05,-5.412656889,0.05,-7.316961165,0.05,-6.600694159,0.05,-5.916182468,0.05,-8.989421332,0.05,-6.4492999,0.05,-7.06846813,0.05,-8.731206364,0.05,0,0,0,0,0,0,0,0,0,0,0,0
RealEarthMixFcf0p99,H,0.6,,20000,,8,,0,-8.658447982,0.05,-10.4380453,0.05,-8.982777233,0.05,-6.631788769,0.05,-5.356972535,0.05,-7.265193191,0.05,-7.585404035,0.05,-5.917202554,0.05,-9.974131208,0.05,-7.434009776,0.05,-7.012539171,0.05,-8.674433924,0.05,0,0,0,0,0,0,0,0,0,0,0,0
RealMarsMixFcf0p0,H,0.6,,20000,,8,,0,-6.879114116,0.05,,,-7.19881269,0.05,-9.419205375,0.05,-6.738752699,0.05,,,-5.785756454,0.05,-5.889085392,0.05,,,-5.560353363,0.05,,,,,0,0,0,0,0,0,0,0,0,0,0,0
RealMarsMixFcf0p1,H,0.6,,20000,,8,,0,-6.899828147,0.05,,,-7.219526721,0.05,-7.761704623,0.05,-6.414657809,0.05,,,-5.806470484,0.05,-5.909799423,0.05,,,-5.572162629,0.05,,,,,0,0,0,0,0,0,0,0,0,0,0,0
RealMarsMixFcf0p2,H,0.6,,20000,,8,,0,-6.924404236,0.05,,,-7.24410281,0.05,-7.43918963,0.05,-6.212651647,0.05,,,-5.831046574,0.05,-5.934375513,0.05,,,-5.585858534,0.05,,,,,0,0,0,0,0,0,0,0,0,0,0,0
RealMarsMixFcf0p3,H,0.6,,20000,,8,,0,-6.954086796,0.05,,,-7.27378537,0.05,-7.23649948,0.05,-6.059734667,0.05,,,-5.860729134,0.05,-5.964058073,0.05,,,-5.601941236,0.05,,,,,0,0,0,0,0,0,0,0,0,0,0,0
RealMarsMixFcf0p4,H,0.6,,20000,,8,,0,-6.990749382,0.05,,,-7.310447955,0.05,-7.082134321,0.05,-5.932739257,0.05,,,-5.897391719,0.05,-6.000720658,0.05,,,-5.621108819,0.05,,,,,0,0,0,0,0,0,0,0,0,0,0,0
RealMarsMixFcf0p5,H,0.6,,20000,,8,,0,-7.037375287,0.05,,,-7.357073861,0.05,-6.95318445,0.05,-5.821135259,0.05,,,-5.944017624,0.05,-6.047346563,0.05,,,-5.644368506,0.05,,,,,0,0,0,0,0,0,0,0,0,0,0,0
RealMarsMixFcf0p6,H,0.6,,20000,,8,,0,-7.09909036,0.05,,,-7.418788933,0.05,-6.839152259,0.05,-5.71908826,0.05,,,-6.005732697,0.05,-6.109061636,0.05,,,-5.673234667,0.05,,,,,0,0,0,0,0,0,0,0,0,0,0,0
RealMarsMixFcf0p7,H,0.6,,20000,,8,,0,-7.185728448,0.05,,,-7.505427021,0.05,-6.734150699,0.05,-5.622866726,0.05,,,-6.092370785,0.05,-6.195699724,0.05,,,-5.710107245,0.05,,,,,0,0,0,0,0,0,0,0,0,0,0,0
RealMarsMixFcf0p8,H,0.6,,20000,,8,,0,-7.319811718,0.05,,,-7.639510292,0.05,-6.634335264,0.05,-5.529761494,0.05,,,-6.226454056,0.05,-6.329782994,0.05,,,-5.759065752,0.05,,,,,0,0,0,0,0,0,0,0,0,0,0,0
RealMarsMixFcf0p9,H,0.6,,20000,,8,,0,-7.574331,0.05,,,-7.894029574,0.05,-6.536815581,0.05,-5.437537517,0.05,,,-6.480973337,0.05,-6.584302276,0.05,,,-5.827765172,0.05,,,,,0,0,0,0,0,0,0,0,0,0,0,0
RealMarsMixFcf0p99,H,0.6,,20000,,8,,0,-8.527735059,0.05,,,-8.847433633,0.05,-6.448931389,0.05,-5.353547948,0.05,,,-7.434377397,0.05,-7.537706336,0.05,,,-5.91988443,0.05,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WD1622-uvop-S,He,0.6,,23430,,7.8,,0,-6.28,0.1,,,-5.85,0.1,-6.29,0.24,-5.26,0.1,,,-4.76,0.1,-5.2,0.1,,,-5.39,0.1,-4.75,0.11,,,0,0,0,0,0,0,0,0,0,0,0,0
SyntheticEarthMixFcf0p0,H,0.6,,20000,,8,,0,-6.79003104,0.05,-8.567269794,0.05,-7.114438619,0.05,-8.529934994,0.05,-7.025915949,0.05,-8.26962741,0.05,-5.718712561,0.05,-5.920334168,0.05,-8.103731442,0.05,-5.586027276,0.05,-10.96257334,0.05,-9.495933141,0.05,0,0,0,0,0,0,0,0,0,0,0,0
SyntheticEarthMixFcf0p1,H,0.6,,20000,,8,,0,-6.824068288,0.05,-8.601307042,0.05,-7.148475867,0.05,-7.763500387,0.05,-6.438619238,0.05,-8.089375081,0.05,-5.752749809,0.05,-5.915059786,0.05,-8.13776869,0.05,-5.611130988,0.05,-8.164604901,0.05,-9.529970389,0.05,0,0,0,0,0,0,0,0,0,0,0,0
SyntheticEarthMixFcf0p2,H,0.6,,20000,,8,,0,-6.863175482,0.05,-8.640414237,0.05,-7.187583062,0.05,-7.490408324,0.05,-6.187454585,0.05,-7.956220521,0.05,-5.791857003,0.05,-5.909557431,0.05,-8.176875884,0.05,-5.639323638,0.05,-7.85188495,0.05,-9.569077583,0.05,0,0,0,0,0,0,0,0,0,0,0,0
SyntheticEarthMixFcf0p3,H,0.6,,20000,,8,,0,-6.908778466,0.05,-8.68601722,0.05,-7.233186045,0.05,-7.316117943,0.05,-6.021741105,0.05,-7.849235562,0.05,-5.837459987,0.05,-5.903811526,0.05,-8.222478867,0.05,-5.671285013,0.05,-7.663523249,0.05,-9.614680567,0.05,0,0,0,0,0,0,0,0,0,0,0,0
SyntheticEarthMixFcf0p4,H,0.6,,20000,,8,,0,-6.962972472,0.05,-8.740211226,0.05,-7.287380051,0.05,-7.18569908,0.05,-5.895896742,0.05,-7.758851089,0.05,-5.891653993,0.05,-5.897804996,0.05,-8.276672874,0.05,-5.7079322,0.05,-7.525891003,0.05,-9.668874573,0.05,0,0,0,0,0,0,0,0,0,0,0,0
SyntheticEarthMixFcf0p5,H,0.6,,20000,,8,,0,-7.029015099,0.05,-8.806253853,0.05,-7.353422679,0.05,-7.080073227,0.05,-5.7931147,0.05,-7.679875901,0.05,-5.95769662,0.05,-5.89151908,0.05,-8.342715501,0.05,-5.750542589,0.05,-7.415877938,0.05,-9.7349172,0.05,0,0,0,0,0,0,0,0,0,0,0,0
SyntheticEarthMixFcf0p6,H,0.6,,20000,,8,,0,-7.11237658,0.05,-8.889615334,0.05,-7.43678416,0.05,-6.99031719,0.05,-5.705297753,0.05,-7.609169954,0.05,-6.041058101,0.05,-5.884933116,0.05,-8.426076982,0.05,-5.800968167,0.05,-7.323171874,0.05,-9.818278681,0.05,0,0,0,0,0,0,0,0,0,0,0,0
SyntheticEarthMixFcf0p7,H,0.6,,20000,,8,,0,-7.223330468,0.05,-9.000569222,0.05,-7.547738047,0.05,-6.911522189,0.05,-5.62790962,0.05,-7.544682774,0.05,-6.152011989,0.05,-5.878024279,0.05,-8.53703087,0.05,-5.862036704,0.05,-7.242257174,0.05,-9.929232569,0.05,0,0,0,0,0,0,0,0,0,0,0,0
SyntheticEarthMixFcf0p8,H,0.6,,20000,,8,,0,-7.384971521,0.05,-9.162210275,0.05,-7.7093791,0.05,-6.840689441,0.05,-5.558144199,0.05,-7.484995932,0.05,-6.313653042,0.05,-5.870767288,0.05,-8.698671923,0.05,-5.938377364,0.05,-7.169827726,0.05,-10.09087362,0.05,0,0,0,0,0,0,0,0,0,0,0,0
SyntheticEarthMixFcf0p9,H,0.6,,20000,,8,,0,-7.671053914,0.05,-9.448292668,0.05,-7.995461493,0.05,-6.775845211,0.05,-5.494137444,0.05,-7.429082263,0.05,-6.599735435,0.05,-5.863134051,0.05,-8.984754316,0.05,-6.038357702,0.05,-7.103737482,0.05,-10.37695601,0.05,0,0,0,0,0,0,0,0,0,0,0,0
SyntheticEarthMixFcf0p99,H,0.6,,20000,,8,,0,-8.657146563,0.05,-10.43438532,0.05,-8.981554143,0.05,-6.721460841,0.05,-5.440366221,0.05,-7.381343567,0.05,-7.585828084,0.05,-5.855916639,0.05,-9.970846965,0.05,-6.162710201,0.05,-7.048444633,0.05,-11.36304866,0.05,0,0,0,0,0,0,0,0,0,0,0,0
SyntheticMarsMixFcf0p0,H,0.6,,20000,,8,,0,-6.830903237,0.05,-8.608141992,0.05,-7.155310817,0.05,-8.509811767,0.05,-6.429647099,0.05,-8.014083747,0.05,-5.759584759,0.05,-5.880484284,0.05,-8.144603639,0.05,-5.621498372,0.05,-10.47437528,0.05,-9.536805338,0.05,0,0,0,0,0,0,0,0,0,0,0,0
SyntheticMarsMixFcf0p1,H,0.6,,20000,,8,,0,-6.861787513,0.05,-8.639026267,0.05,-7.186195092,0.05,-7.489495961,0.05,-6.192954009,0.05,-7.961514077,0.05,-5.790469034,0.05,-5.910933384,0.05,-8.175487915,0.05,-5.638141418,0.05,-7.850834846,0.05,-9.567689614,0.05,0,0,0,0,0,0,0,0,0,0,0,0
SyntheticMarsMixFcf0p2,H,0.6,,20000,,8,,0,-6.897539342,0.05,-8.674778096,0.05,-7.221946921,0.05,-7.195057095,0.05,-6.031437655,0.05,-7.911429227,0.05,-5.826220863,0.05,-5.946141856,0.05,-8.211239744,0.05,-5.656724303,0.05,-7.534939157,0.05,-9.603441443,0.05,0,0,0,0,0,0,0,0,0,0,0,0
SyntheticMarsMixFcf0p3,H,0.6,,20000,,8,,0,-6.939564323,0.05,-8.716803077,0.05,-7.263971902,0.05,-7.010584111,0.05,-5.906333095,0.05,-7.863344404,0.05,-5.868245844,0.05,-5.987469232,0.05,-8.253264725,0.05,-5.677627615,0.05,-7.343059412,0.05,-9.645466424,0.05,0,0,0,0,0,0,0,0,0,0,0,0
SyntheticMarsMixFcf0p4,H,0.6,,20000,,8,,0,-6.989934636,0.05,-8.76717339,0.05,-7.314342215,0.05,-6.872911785,0.05,-5.802610818,0.05,-7.816862628,0.05,-5.918616157,0.05,-6.036911146,0.05,-8.303635038,0.05,-5.701344441,0.05,-7.201633467,0.05,-9.695836737,0.05,0,0,0,0,0,0,0,0,0,0,0,0
SyntheticMarsMixFcf0p5,H,0.6,,20000,,8,,0,-7.051881508,0.05,-8.829120262,0.05,-7.376289087,0.05,-6.761089558,0.05,-5.712828806,0.05,-7.77165022,0.05,-5.980563029,0.05,-6.097561584,0.05,-8.36558191,0.05,-5.728527636,0.05,-7.087542649,0.05,-9.757783609,0.05,0,0,0,0,0,0,0,0,0,0,0,0
SyntheticMarsMixFcf0p6,H,0.6,,20000,,8,,0,-7.130844861,0.05,-8.908083616,0.05,-7.455252441,0.05,-6.665516686,0.05,-5.632736461,0.05,-7.727419353,0.05,-6.059526382,0.05,-6.174587514,0.05,-8.444545263,0.05,-5.76006439,0.05,-6.99045046,0.05,-9.836746962,0.05,0,0,0,0,0,0,0,0,0,0,0,0
SyntheticMarsMixFcf0p7,H,0.6,,20000,,8,,0,-7.237063228,0.05,-9.014301983,0.05,-7.561470808,0.05,-6.580963685,0.05,-5.559660128,0.05,-7.683915165,0.05,-6.165744749,0.05,-6.277595925,0.05,-8.55076363,0.05,-5.797199353,0.05,-6.904808815,0.05,-9.942965329,0.05,0,0,0,0,0,0,0,0,0,0,0,0
SyntheticMarsMixFcf0p8,H,0.6,,20000,,8,,0,-7.393590679,0.05,-9.170829433,0.05,-7.717998258,0.05,-6.504245427,0.05,-5.491792981,0.05,-7.640905842,0.05,-6.3222722,0.05,-6.427773775,0.05,-8.70729108,0.05,-5.841749768,0.05,-6.827272195,0.05,-10.09949278,0.05,0,0,0,0,0,0,0,0,0,0,0,0
SyntheticMarsMixFcf0p9,H,0.6,,20000,,8,,0,-7.674133824,0.05,-9.451372578,0.05,-7.998541403,0.05,-6.433258559,0.05,-5.427841522,0.05,-7.598174624,0.05,-6.602815345,0.05,-6.689806821,0.05,-8.987834226,0.05,-5.896509356,0.05,-6.755647707,0.05,-10.38003592,0.05,0,0,0,0,0,0,0,0,0,0,0,0
SyntheticMarsMixFcf0p99,H,0.6,,20000,,8,,0,-8.654831172,0.05,-10.43206993,0.05,-8.979238752,0.05,-6.373038389,0.05,-5.372824133,0.05,-7.559781887,0.05,-7.583512693,0.05,-7.427203079,0.05,-9.968531574,0.05,-5.958264229,0.05,-6.694963195,0.05,-11.36073327,0.05,0,0,0,0,0,0,0,0,0,0,0,0
IdealHPMMixFcf0p0err0p05,H,0.6,,20000,,8,,0,-6.788545432,0.05,-8.565784187,0.05,-7.112953012,0.05,-9.003402,0.05,-7.545158038,0.05,-8.534363141,0.05,-5.717226953,0.05,-5.93283411,0.05,-8.102245834,0.05,-5.570114639,0.05,-11.63400027,0.05,-9.494447533,0.05,0,0,0,0,0,0,0,0,0,0,0,0
IdealHPMMixFcf0p02err0p05,H,0.6,,20000,,8,,0,-6.795041191,0.05,-8.572279945,0.05,-7.11944877,0.05,-8.404224337,0.05,-7.060269675,0.05,-8.432526825,0.05,-5.723722712,0.05,-5.93055536,0.05,-8.108741593,0.05,-5.576215372,0.05,-8.878231287,0.05,-9.500943292,0.05,0,0,0,0,0,0,0,0,0,0,0,0
IdealHPMMixFcf0p0err0p1,H,0.6,,20000,,8,,0,-6.788545432,0.1,-8.565784187,0.1,-7.112953012,0.1,-9.003402,0.1,-7.545158038,0.1,-8.534363141,0.1,-5.717226953,0.1,-5.93283411,0.1,-8.102245834,0.1,-5.570114639,0.1,-11.63400027,0.1,-9.494447533,0.1,0,0,0,0,0,0,0,0,0,0,0,0
IdealHPMMixFcf0p02err0p1,H,0.6,,20000,,8,,0,-6.795041191,0.1,-8.572279945,0.1,-7.11944877,0.1,-8.404224337,0.1,-7.060269675,0.1,-8.432526825,0.1,-5.723722712,0.1,-5.93055536,0.1,-8.108741593,0.1,-5.576215372,0.1,-8.878231287,0.1,-9.500943292,0.1,0,0,0,0,0,0,0,0,0,0,0,0
IdealHPMMixFcf0p0err0p2,H,0.6,,20000,,8,,0,-6.788545432,0.2,-8.565784187,0.2,-7.112953012,0.2,-9.003402,0.2,-7.545158038,0.2,-8.534363141,0.2,-5.717226953,0.2,-5.93283411,0.2,-8.102245834,0.2,-5.570114639,0.2,-11.63400027,0.2,-9.494447533,0.2,0,0,0,0,0,0,0,0,0,0,0,0
IdealHPMMixFcf0p02err0p2,H,0.6,,20000,,8,,0,-6.795041191,0.2,-8.572279945,0.2,-7.11944877,0.2,-8.404224337,0.2,-7.060269675,0.2,-8.432526825,0.2,-5.723722712,0.2,-5.93055536,0.2,-8.108741593,0.2,-5.576215372,0.2,-8.878231287,0.2,-9.500943292,0.2,0,0,0,0,0,0,0,0,0,0,0,0
IdealHPMMixFcf0p0err0p4,H,0.6,,20000,,8,,0,-6.788545432,0.4,-8.565784187,0.4,-7.112953012,0.4,-9.003402,0.4,-7.545158038,0.4,-8.534363141,0.4,-5.717226953,0.4,-5.93283411,0.4,-8.102245834,0.4,-5.570114639,0.4,-11.63400027,0.4,-9.494447533,0.4,0,0,0,0,0,0,0,0,0,0,0,0
IdealHPMMixFcf0p02err0p4,H,0.6,,20000,,8,,0,-6.795041191,0.4,-8.572279945,0.4,-7.11944877,0.4,-8.404224337,0.4,-7.060269675,0.4,-8.432526825,0.4,-5.723722712,0.4,-5.93055536,0.4,-8.108741593,0.4,-5.576215372,0.4,-8.878231287,0.4,-9.500943292,0.4,0,0,0,0,0,0,0,0,0,0,0,0
IdealLPMMixFcf0p0err0p05,H,0.6,,20000,,8,,0,-6.811096045,0.05,-8.588334799,0.05,-7.135503624,0.05,-10.48436911,0.05,-7.423741313,0.05,-8.165952001,0.05,-5.739777566,0.05,-5.861678903,0.05,-8.124796446,0.05,-5.588277762,0.05,-12.30009586,0.05,-9.516998146,0.05,0,0,0,0,0,0,0,0,0,0,0,0
IdealLPMMixFcf0p02err0p05,H,0.6,,20000,,8,,0,-6.816789713,0.05,-8.594028467,0.05,-7.141197292,0.05,-8.418072028,0.05,-6.960932574,0.05,-8.135847474,0.05,-5.745471234,0.05,-5.86721739,0.05,-8.130490115,0.05,-5.593935598,0.05,-8.783972866,0.05,-9.522691814,0.05,0,0,0,0,0,0,0,0,0,0,0,0
IdealLPMMixFcf0p0err0p1,H,0.6,,20000,,8,,0,-6.811096045,0.1,-8.588334799,0.1,-7.135503624,0.1,-10.48436911,0.1,-7.423741313,0.1,-8.165952001,0.1,-5.739777566,0.1,-5.861678903,0.1,-8.124796446,0.1,-5.588277762,0.1,-12.30009586,0.1,-9.516998146,0.1,0,0,0,0,0,0,0,0,0,0,0,0
