wdid|request|name|wdname|gaiaedr3|icrsra|icrsdec|spectype|teff|Dteff|logg|Dlogg|mass|Dmass|logL|DlogL|age|Dage|loghhe|logche|logch|lognh|logohe|logoh|lognahe|lognah|logmghe|logmgh|logalhe|logalh|logsihe|logsih|logphe|logph|logshe|logsh|logclhe|logcahe|logcah|logsche|logsch|logtihe|logtih|logvhe|logcrhe|logcrh|logmnhe|logmnh|logfehe|logfeh|logcohe|lognihe|lognih|logcuhe|logznhe|loggahe|loggehe|logsrhe|parallax|Dparallax|Dpc|DDpc|variability|ismag|binarity|BD|hasdisk|pmra|pmdec|comp|allnames|velU|velV|velW|B|DB|Mv|V|DV|R|DR|I|DI|J|DJ|H|DH|K|DK|su|Dsu|sg|Dsg|sr|Dsr|si|Dsi|sz|Dsz|PS_g|DPS_g|PS_r|DPS_r|PS_i|DPS_i|PS_z|DPS_z|PS_y|DPS_y|G|DG|BP|RP|EBmV|nbUV|nbOpt
2MASS J11153694+0033171||Gaia EDR3 3810099989754827136|WD 1113+008|3810099989754827136|11 15 36.99|00 33 13.07|DA|4983|6|7.516|0.009|0.332|0.005|-3.97||2.3||||||||||||||||||||||||||||||||||||||||||25.06777979|0.08336835|39.89|||||||29.55595135|-253.0198452|H|NLTT 26781;2MASS J11153694+0033171;SDSS J111536.95+003317.3;Gaia DR2 3810099989754827136;SDSS J111536.97+003315.3;TIC 301605253;LSPM J1115+0033;PM J11156+0033;SDSS J111536.96+003317.3;USNO-B1.0 0905-00198570;LP 612-27;WD 1113+008;Gaia EDR3 3810099989754827136;J1115+0033;WDJ111536.96+003317.11;11156+0033;J1115+0033||||17.9||14.74|||17||||15.78|0.08|15.65|0.18|15.59|0.26|19.5|0.02765|17.93|0.006|17.241|0.005|16.998|0.006|16.899|0.01|17.8409996|0.001208|17.24979973|0.006583|17.01589966|0.001333|16.9144001|0.006355|16.84000015|0.013498|17.272152|0.010526014|17.738512|16.657034|0.001|0|1
2MASS J11182722-4721570||Gaia EDR3 5374565879145559424|WD 1116-470|5374565879145559424|11 18 26.68|-47 21 56.41|DC|5810|140|8.02|0.05|0.58|0.04|-3.81|0.05|3.19|0.57|||||||||||||||||||||||||||||||||||||||||58.69943047|0.025764056|17.04|||||||-331.3609156|34.40000607|He|WD 1116-470;TIC 162434199;WISEA J111826.85-472156.5;2MASS J11182722-4721570;SCR J1118-4721;Gaia EDR3 5374565879145559424;Gaia DR2 5374565879145559424;SCR 1118-4721;SCR;WDJ111827.20-472156.96;J1118-4721|24.3|-9.2|-7|16.37||14.34|15.52||15.2||14.86||14.45|0.03|14.37|0.06|14.35|0.09|||||||||||||||||||||15.365386|0.001960817|15.648704|14.910942|0|0|1
2MASS J11505233+6831161||Gaia EDR3 1058284412796260480|WD 1148+687|1058284412796260480|11 50 52.40|68 31 15.31|DA|6783|11|8.299|0.003|0.781|0.003|-3.64||3.23||||||||||||||||||||||||||||||||||||||||||58.51304046|0.021830898|17.09|||||||23.39590669|-41.04559835|H|Gaia DR2 1058284412796260480;TIC 142905656;SDSS J115052.32+683116.1;SDSS J115052.31+683116.0;PM J11508+6831;SDSS J115052.33+683116.0;SDSS J115052.35+683115.7;2MASS J11505233+6831161;WD 1148+687;WIRED J115052.31+683116.0;SDSS J115052.32+683115.9;Gaia EDR3 1058284412796260480;Gaia DR3 1058284412796260480;J1150+6831;WDJ115052.33+683115.97;SDSS;11508+6831;J1150+6831||||||13.98|15.25||||||14.462|0.032|14.22|0.039|14.218|0.056|16.01225|0.005298705|15.37266|0.00316794|15.15641|0.003559862|15.07344|0.003583306|15.10239|0.004993699|15.36800003|0.002536|15.15069962|0.007975|15.10739994|0.003763|15.13259983|0.001525|15.15260029|0.002746|15.127092|0.001504042|15.340309|14.7589855|0|0|1
2MASS J13002125+0130453||Gaia EDR3 3690395231125833600|WD 1257+017|3690395231125833600|13 00 20.86|01 30 47.71|DA|5421|19|8.028|0.008|0.601|0.007|-3.9||3.71||||||||||||||||||||||||||||||||||||||||||27.79825842|0.09628883|35.97|||||||-374.0664894|142.9802735|H|PM J13003+0130;LSPM J1300+0130;USNO-B1.0 0915-00215766;SDSS J130021.25+013045.4;LP 616-59;NLTT 32567;Gaia DR2 3690395231125833600;WD 1257+017;2MASS J13002125+0130453;SDSS J130021.25+013045.5;TIC 411239745;Gaia EDR3 3690395231125833600;J1300+0130;WDJ130021.26+013045.42;13003+0130;J1300+0130||||18.1||14.65|||17.2||||16.1486|0.0079|15.8793|0.0135|15.8521|0.0254|19.10657|0.02297|17.8|0.006|17.256|0.005|17.06|0.006|16.942|0.012|17.7677002|0.001179|17.25379944|0.006077|17.0529995|0.003607|16.99889946|0.009139|16.97389984|0.006883|17.27544|0.009336021|17.684414|16.719585|0.001|0|1
2MASS J13131314+0226457||Gaia EDR3 3691685882071367936|WD 1310+027|3691685882071367936|13 13 12.34|02 26 44.03|DC|4289|41|7.868|0.018|0.499|0.015|-4.34||7.38||||||||||||||||||||||||||||||||||||||||||32.37919004|0.13452885|30.88|||||||-746.8400631|-112.0725962|H|LP 557-24;SDSS J131313.12+022645.8;LSPM J1313+0226;WD 1310+027;TIC 366788722;2MASS J13131314+0226457;PM J13132+0226;LHS 2696;USNO-B1.0 0924-00295031;NLTT 33293;Gaia DR2 3691685882071367936;Gaia EDR3 3691685882071367936;J1313+0226;WDJ131313.14+022645.82;1310+027;13132+0226;J1313+0226||||18.8||16.46|||17.5||||16.25|0.04|16.22|0.04|16.13|0.06|21.03872|0.09633|18.905|0.009|17.846|0.007|17.458|0.007|17.285|0.017|18.76390076|0.009953|17.84420013|0.005484|17.46290016|0.010526|17.32850075|0.015083|17.24489975|0.011596|17.87363|0.015526761|18.56369|17.109234|0.001|0|4
2MASS J13453297+4200437||Gaia EDR3 1500607765872799616|WD 1343+422|1500607765872799616|13 45 32.69|42 00 45.71|DC|4616|17|7.145|0.011|0.223|0.005|-3.77||3.21||||||||||||||||||||||||||||||||||||||||||26.68873079|0.058675405|37.47|||||||-193.8936365|127.7744513|H|LP 219-63;LSPM J1345+4200;WD 1343+422;PM J13455+4200;2MASS J13453297+4200437;SDSS J134532.91+420044.2;SDSS J134532.91+420044.1;TIC 165410730;Gaia DR2 1500607765872799616;USNO-B1.0 1320-00281388;NLTT 35148;Gaia EDR3 1500607765872799616;J1345+4200;WDJ134532.97+420043.66;13455+4200;J1345+4200||||17.9||14.2|||16.4||||15.61|0.06|15.43|0.11|15|0.03|19.72577|0.03307|17.86||17.01||16.71||16.55||17.74279976|0.005849|17.01059914|0.00427|16.69379997|0.005266|16.58699989|0.005595|16.53720093|0.011905|17.045164|0.005620418|17.600191|16.348473|0.002|0|2
2MASS J17432300+1434519||Gaia EDR3 4500646618315862144|WD 1741+146|4500646618315862144|17 43 22.70|14 34 56.93|DC|10526|46|7.998|0.007|0.581|0.006|-2.77||0.57||-4.8||||||||||||||||||||||||||||||||||||||||29.1316309|0.029254418|34.33|||||||-256.6357171|292.4008883|He|LSPM J1743+1434S;USNO-B1.0 1045-00305551;TIC 43905754;2MASS J17432300+1434519;Gaia DR2 4500646618315862144;WD 1741+146;PM J17433+1434S;Gaia EDR3 4500646618315862144;J1743+1434;WDJ174322.98+143452.25;17433+1434S;J1743+1434||||14.9||11.67|||14.2||||14.83|0.03|15.05|0.03|15.05||14.8585|0.0023|||||||||14.85849953|0.002055|14.9684|0.00331|15.13150024|0.001799|15.28820038|0.000535|15.39459991|0.005072|14.852632|0.001383228|14.872677|14.791416|0.001|0|1
2MASS J17470830+2859098||Gaia EDR3 4596322473734130304|WD 1745+290|4596322473734130304|17 47 08.15|28 59 07.26|DC|4600|18|7.581|0.013|0.348|0.007|-3.94||3.32||||||||||||||||||||||||||||||||||||||||||27.34047651|0.06814795|36.58|||||||-125.3613306|-156.5148419|He|2MASS J17470830+2859098;PM J17471+2859;TIC 460091546;WD 1745+290;LSPM J1747+2859;USNO-B1.0 1189-00272395;Gaia DR2 4596322473734130304;Gaia EDR3 4596322473734130304;J1747+2859;WDJ174708.31+285909.76;17471+2859;J1747+2859||||18.1||14.58|||17.1||||16.174|0.21|16.16|0.03|16.16||18.1307|0.0047|||||||||18.13069916|0.005205|17.47220039|0.005421|17.21570015|0.003281|17.11429977|0.009259|17.06579971|0.01317|17.504|0.011213226|18.020596|16.84118|0.003|0|2
2MASS J18195921+1739190||Gaia EDR3 4523585076572785408||4523585076572785408|18 19 59.48|17 39 20.49|DC|4891|20|8.031|0.011|0.598|0.009|-4.11||6.96||||||||||||||||||||||||||||||||||||||||||29.23879459|0.08636171|34.2|||||||212.5036386|84.93884729|H|PM J18199+1739;USNO-B1.0 1076-00385309;TIC 157555421;2MASS J18195921+1739190;LSPM J1819+1739;Gaia EDR3 4523585076572785408;J1819+1739;WDJ181959.24+173919.13;Gaia DR2 4523585076572785408;18199+1739;J1819+1739||||18.4||15.08|||17.5||||16.02|0.03|15.96|0.26|15.96|0.26|18.3076|0.008|||||||||18.30760002|0.008832|17.63430023|0.002694|17.35969925|0.003305|17.26849937|0.006399|17.17919922|0.021433|17.665342|0.011671554|18.189955|17.01246|0.002|0|1
2MASS J18215954-5951484||Gaia EDR3 6635520414133666944|WD 1817-598|6635520414133666944|18 21 59.39|-59 51 54.25|DA|4750|30|7.27|0.03|0.3|0.05|-3.79|0.06|2.11|0.32|||||||||||||||||||||||||||||||||||||||||33.16230061|0.061761912|30.15|||||||-66.50866012|-357.9839378|H|Gaia DR2 6635520414133666944;SCR J1821-5951;TIC 119091732;WD 1817-598;2MASS J18215954-5951484;Gaia EDR3 6635520414133666944;182159.54-595148.52;SCR 1821-5951;WDJ182159.54-595148.52;J1821-5951|-15.1|-22.9|2.3|17.49||14.51|16.85||16.3||15.8||15.2|0.05|15.01|0.1|14.91|0.14|||||||||||||||||||||16.556946|0.005637718|17.078196|15.878404|0.004|0|1
2MASS J18571395+2026292||Gaia EDR3 4518917168694695168|WD 1855+203|4518917168694695168|18 57 13.92|20 26 23.59|DA+DC:*|6598|29|8.292|0.007|0.776|0.007|-3.93||3.47||||||||||||||||||||||||||||||||||||||||||30.66402181|0.05371904|32.61|||||||-16.41352253|-313.3143389|H|WD 1855+203;PM J18572+2026;USNO-B1.0 1104-00372382;LSPM J1857+2026;SDSS J185713.93+202626.6;TIC 350484805;2MASS J18571395+2026292;SDSS J185713.93+202626.5;Gaia DR2 4518917168694695168;Gaia EDR3 4518917168694695168;J1857+2026;WDJ185713.94+202628.60;18572+2026;J1857+2026||||16.3||13.72|||16.5||||15.89|0.01|15.612|0.124|16.11|0.03|17.52448|0.01113|16.853|0.004|16.62|0.004|16.487|0.005|16.56|0.009|16.92639923|0.033330001|16.63030052|0.006282|16.58060074|0.011913|16.57699966|0.006829|16.61800003|0.008205|16.596497|0.002671507|16.823763|16.223463|0.002|0|1
2MASS J19131653+2949275||Gaia EDR3 2039140284770609152||2039140284770609152|19 13 16.49|29 49 32.87|DA|5881|15|8.009|0.006|0.593|0.006|-3.69||2.49||||||||||||||||||||||||||||||||||||||||||26.96819448|0.05273663|37.08|||||||-44.27465772|283.692868|H|2MASS J19131653+2949275;PM J19132+2949;USNO-B1.0 1198-00333414;LSPM J1913+2949;TIC 403351707;Gaia EDR3 2039140284770609152;J1913+2949;WDJ191316.54+294928.33;Gaia DR2 2039140284770609152;19132+2949;J1913+2949||||17.4||14.09|||17||||15.673|0.13|15.48|0.03|15.48||17.2581|0.0022|||||||||17.25810051|0.001928|16.96619987|0.007216|16.85059929|0.003925|16.82909966|0.007525|16.84070015|0.006172|16.938068|0.00452817|17.213648|16.506166|0.003|0|1
2MASS J19200281-3611025||Gaia EDR3 6742379406616165376|WD 1916-362|6742379406616165376|19 20 02.97|-36 11 04.75|DB|25383|3225|7.86|0.1|0.7|0.08|-1.46|0.49|0.05|0.18|||||||||||||||||||||||||||||||||||||||||26.93593429|0.032968763|37.13|||||||113.2205628|-131.0440014|He|Gaia DR2 6742379406616165376;TIC 98120806;SCR J1920-3611;WD 1916-362;2MASS J19200281-3611025;WD 1919-362;Gaia EDR3 6742379406616165376;SCR J1920-361;SCR 1920-3611;WDJ192002.82-361102.65;J1920-3611;J1920-361||||13.08||10.74|13.6||13.69||13.78||14.1|0.03|14.22|0.04|14.21|0.07|||||||||||||||||||||13.565456|0.001486228|13.467835|13.75279|0.003|0|3
2MASS J19400895+8348579||Gaia EDR3 2301882675705225472||2301882675705225472|19 40 00.36|83 48 51.28|DC|4774|21|8.294|0.011|0.77|0.01|-4.11||9.68||||||||||||||||||||||||||||||||||||||||||27.98513501|0.10368887|35.73|||||||-834.6046645|-406.2840543|H|USNO-B1.0 1738-00034181;LSPM J1940+8348;LSR J1940+8348;TIC 235942759;PM J19401+8348;2MASS J19400895+8348579;Gaia EDR3 2301882675705225472;J1940+8348;WDJ194008.62+834857.77;1946+837;Gaia DR2 2301882675705225472;19401+8348;J1940+8348||||18.7||15.08|||17.6||||16.24|0.03|16.96|0.03|16.96||18.9297|0.00665|||||||||18.92970085|0.006556|18.23060036|0.014327|17.94519997|0.01083|17.86120033|0.005515|17.7723999|0.02042|18.274471|0.020862633|18.849382|17.620672|0.002|0|1
2MASS J19492350+0747318||Gaia EDR3 4298029268399256704||4298029268399256704|19 49 23.64|07 47 29.71|DA|9219|32|8.08|0.005|0.646|0.005|-3.07||0.87||||||||||||||||||||||||||||||||||||||||||27.37146389|0.032882642|36.53|||||||128.0352708|-123.4606783|H|TIC 69872638;2MASS J19492350+0747318;LSPM J1949+0747;PM J19493+0747;USNO-B1.0 0977-00638254;Gaia EDR3 4298029268399256704;J1949+0747;WDJ194923.50+074731.69;Gaia DR2 4298029268399256704;19493+0747;J1949+0747||||15.1||12.72|||15.6||||15.266|0.11|15.173|0.167|15.17||15.4254|0.00287|||||||||15.42539978|0.003445|15.45049953|0.00256|15.54710007|0.002501|15.67720032|0.002686|15.77040005|0.004765|15.367954|0.001555778|15.447195|15.223403|0.001|0|1
2MASS J20124874-4659024||Gaia EDR3 6672244029484054272|WD 2009-471|6672244029484054272|20 12 49.05|-46 59 05.84|DA8.5|5827|162|||||||||||||||||||||||||||||||||||||||||||||||||36.02710098|0.066271536|27.76|||||||181.3138801|-202.9920704|H|2MASS J20124874-4659024;Gaia DR2 6672244029484054272;WT 689;WD 2009-471;TIC 129222507;Gaia EDR3 6672244029484054272;WDJ201248.76-465902.59;J2012-4659||||17|||||||||15.38|0.05|15|0.05|15.08|0.12|||||||||||||||||||||16.368242|0.006921115|16.68941|15.875804|0.003|0|1
2MASS J21220558-3838347||Gaia EDR3 6583325635088476544|WD 2118-388|6583325635088476544|21 22 05.82|-38 38 35.71|DC|5150|110|7.86|0.06|0.49|0.05|-3.93|0.06|4.01|0.61|||||||||||||||||||||||||||||||||||||||||42.74947276|0.055243127|23.39|||||||167.9776842|-64.68063224|He|TIC 159844055;Gaia DR2 6583325635088476544;WD 2118-388;2MASS J21220558-3838347;SCR J2122-3838;Gaia EDR3 6583325635088476544;SCR 2122-3838;WDJ212205.59-383834.68;J2122-3838|9.3|-6.3|-11.6|17.26||14.77|16.57||16.09||15.64||15.16|0.04|14.92|0.07|15.05|0.12|||||||||||||||||||||16.338387|0.002722553|16.784647|15.736005|0.001|0|2
2MASS J22103453+4532401||Gaia EDR3 1962707287281651712||1962707287281651712|22 10 34.33|45 32 34.32|DC|5290|55|7.854|0.028|0.484|0.017|-4.01||3.518|0.267|||||||||||||||||||||||||||||||||||||||||27.8584872|0.07843026|35.9|||||||-123.7539221|-333.6117527|He|LSPM J2210+4532;2MASS J22103453+4532401;TIC 455626737;PM J22105+4532;USNO-B1.0 1355-00487733;Gaia EDR3 1962707287281651712;Gaia DR2 1962707287281651712;22105+4532;J2210+4532||||18.1||14.78|||17.1||||16.203|0.102|15.974|0.174|15.74||||||||||||17.572|0.006|17.143|0.005|16.98|0.01|16.937|0.005|16.91|0.015|17.146776||||0.002|0|1
2MASS J22280206+1207334||Gaia EDR3 2730508416002618752|WD 2225+118|2730508416002618752|22 28 02.02|12 07 32.64|DZ|6885|18|8.096|0.005|0.634|0.005|-3.48||1.93||-4|||||||||||||||||||-9.73|||||||||||||||||||||29.48847602|0.05240672|33.91|||||||-32.82540841|-46.7864087|He|SDSS J222802.06+120733.3;WD 2225+118;PM J22280+1207;SDSS J222802.05+120733.3;SDSS J222802.05+120733.2;2MASS J22280206+1207334;TIC 51700544;WIRED J222802.05+120733.3;Gaia DR2 2730508416002618752;Gaia EDR3 2730508416002618752;Gaia DR3 2730508416002618752;J2228+1207;WDJ222802.06+120733.38;22280+1207;SDSS_J222802.05+120733.3;J2228+1207||||||13.54|||||||15.84639|0.01095|15.758|0.132|15.946|0.275|16.93731|0.007245667|16.33124|0.004356997|16.21873|0.004496385|16.2491|0.004791614|16.36801|0.00786344|16.31920052|0.002669|16.22060013|0.002695|16.27569962|0.001997|16.36470032|0.003262|16.43720055|0.007462|16.20146|0.003563126|16.360464|15.946567|0.001|0|1
2MASS J22415762+1332390||Gaia EDR3 2731866347221858432|WD 2239+132|2731866347221858432|22 41 57.70|13 32 32.81|CV|5989|17|8.257|0.008|0.751|0.007|-3.71||4.31||||||||||||||||||||||||||||||||||||||||||28.01818027|0.11404222|35.69|||||||63.30831999|-394.2019762|H|Gaia DR2 2731866347221858432;2MASS J22415762+1332390;SDSS J224157.63+133238.8;LP 520-54;SDSS J224157.62+133238.8;LSPM J2241+1332;TIC 379693727;NLTT 54604;WD 2239+132;PM J22419+1332;USNO-B1.0 1035-00618570;Gaia EDR3 2731866347221858432;Gaia DR3 2731866347221858432;J2241+1332;WDJ224157.63+133239.12;22419+1332;J2241+1332||||17.9||14.14|||16.9||||16.19872|0.01124|||||18.43482|0.01617405|17.531|0.005353516|17.15163|0.00546327|17.0048|0.005871741|16.96535|0.01225834|17.49780083|0.007434|17.16760063|0.006389|17.03140068|0.004356|17.0237999|0.002622|16.99970055|0.012702|17.16184|0.008131265|17.464367|16.701025|0.001|0|2
2MASS J23095848+5506491||Gaia EDR3 1996725077535283200|WD 2307+548|1996725077535283200|23 09 59.29|55 06 50.20|DA|5352|12|8.002|0.005|0.585|0.005|-3.82||3.73||||||||||||||||||||||||||||||||||||||||||60.89459838|0.030127829|16.42|||||||407.3658425|48.00481691|H|WD 2307+548;USNO-B1.0 1451-00437532;LSPM J2309+5506E;Gaia DR2 1996725077535283200;WDS J23100+5507B;** NSN 11B;2MASS J23095848+5506491;PM J23098+5506E;TIC 315301267;Gaia EDR3 1996725077535283200;J2309+5506;WDJ230958.53+550649.43;23098+5506E;J2309+5506;J2310+5507||||16||14.42|||14.3||||13.94|0.07|13.93|0.07|13.93||16.0359|0.0033|||||||||16.03590012|0.002867|15.59729958|0.002782|15.42280006|0.002291|15.38739967|0.005189|15.33349991|0.004408|15.6044655|0.001965701|15.966105|15.065339|0|0|2
BD-07 3632||Gaia EDR3 3630035787972473600|WD 1327-083|3630035787972473600|13 30 12.44|-08 34 37.03|DA|14714|237|8|0.05|0.62|0.07|-2.21|0.09|0.22|0.04|||||||||||||||||||||||||||||||||||||||||62.14845774|0.044410374|16.09||NOV||WDMS|||-1111.204564|-472.5396085|H|2MASS J13301370-0834290;USNO 45;GJ 515;PM 13277-0819;LPM 481;Wolf 485;EGGR 99;HIP 65877;UBV M 5242;LFT 1014;G 14-58;uvby98 -000703632 A;WD 1327-083;TYC 5545-1390-1;CCDM J13302-0834A;Wolf 485 A;UBV 12143;LAWD 47;GEN# -0.00703632;WD 1327-08;PG 1327-083;TIC 196681674;PLX 3081;WDS J13303-0834A;CSI-07 3632 1;PLX 3081.00;HIC 65877;** LDS 448A;BD-07 3632;LTT 5215;LHS 354;GCRV 21722;Ci 20 784;USNO-B1.0 0814-00259462;NLTT 34296;Gaia EDR3 3630035787972473600;Gaia DR2 3630035787972473600;WDJ133013.64-083429.47;J1330-0834|49.2|-76.6|-7.4|12.42||11.3|12.33||12.44||12.49||12.62|0.04|12.68|0.04|12.74|0.05|||||||||||12.33279991|0.120990999|0|0|12.97999954|0.000966|13.47869968|0.001|13.16660023|0.002639|12.355109|0.001088825|12.323377|12.457539|0|1|4
BD-18 3019B||Gaia EDR3 3554395813252626048|WD 1043−188|3554395813252626048|10 45 36.93|-19 06 54.69|DQ|5387|17|7.588|0.009|0.354|0.006|-3.77||2.25|||-7.2|||||||||||||||||||||||||||||||||||||||53.19044394|0.033818677|18.8||||WDMS|||-1867.280761|-604.0672242|He|WD 1043-188;BD-18 3019B;LP 791-55;UCAC4 355-060158;NLTT 25280;GJ 401 B;CCDM J10457-1907B;WD 1043-189;LHS 290;WDS J10457-1907B;Gaia DR2 3554395813252626048;WD 1043-185;** LDS 4013B;WD 1043−188;Gaia EDR3 3554395813252626048;J1045-1906;WDJ104539.04-190645.03;J1045-1907;J1045-1906|110.7|-71.1|-107.8|16.09||14.3|15.52|0.05|15.03||||14.41|0.03|14.36|0.03|14.36||15.8209|0.00702|||||||||15.82089996|0.007016|15.38080025|0.006061|15.12889957|0.056278002|15.17630005|0.038534999|15.05879974|0.005439|15.440838|0.004524993|15.718997|14.918241|0|0|1
BPM 24602||Gaia EDR3 5923906524348891904|WD 1659-531|5923906524348891904|17 02 56.33|-53 14 38.92|DA|15507|230|8.07|0.04|0.66|0.07|||||||||||||||||||||||||||||||||||||||||||||37.46175778|0.024342936|26.69|||||||-2.318808468|-147.0177177|H|WDS J17031-5314C;uvby98 600224601;GSC2 S2110112154;BPM 24602;UCAC3 74-393205;GJ 2125;UCAC4 184-178441;WG 32;2MASS J17025633-5314364;WD 1659-53;GCRV 27470;GSC 08726-00894;TIC 212118919;GEN# +6.00224601;** SKF 103C;DENIS J170256.3-531436;WD 1659-531;L 268-92;Gaia EDR3 5923906524348891904;Gaia DR2 5923906524348891904;BPM 24601;WDJ170256.34-531436.57;J1703-5314;J1702-5314||||13.57|0.01|11.31|13.47|0.05|13.73|0.08|13.6|0.03|13.82|0.024|13.88|0.044|13.952|0.048|||13.47|0.01|13.69|0.01|||||||||||||||13.525937|0.001026875|13.484514|13.633693|0.002|0|1
CD-32 5613||Gaia EDR3 5639391810273308416|WD 0839-327|5639391810273308416|08 41 31.08|-32 56 11.38|DA|9093|130|7.76|0.05|0.45|0.05|-2.88|0.04|0.59|0.04|||||||||||||||||||||<-11.124||||||||||||||||||||117.3961254|0.020453347|8.52||NOV|||||-1061.157736|1345.899929|H|WISEA J084131.53-325618.7;LPM 297;uvby98 -003205613;EGGR 62;GCRV 5748;PLX 2080.10;USNO-B1.0 0570-00229753;LTT 3218;2MASS J08413249-3256340;WEB 8236;Gaia DR2 5639391810273308416;LAWD 28;UBV 8413;GCRV 20399;CD-32 5613;Zkh 121;PM 08396-3247;GJ 318;LHS 253;NLTT 20072;TIC 185617406;GEN# -0.03205613;L 532-81;WD 0839-327;LFT 600;PLX 2080.1;WD 0839-32;Gaia EDR3 5639391810273308416;WDJ084132.43-325632.92;J0841-3256|38.2|26.6|4.6|12.15||12.22|11.86||11.77||11.65||11.58|0.03|11.54|0.03|11.55|0.03|||||||||||||||||||||11.822395|0.000473958|11.900727|11.670317|0|1|7
CD-38 10980||Gaia EDR3 6018034958869558912|WD 1620-391|6018034958869558912|16 23 33.94|-39 13 46.15|DA|25954|368|7.96|0.04|0.63|0.04|-1.34|0.13|0.03|0.02|||||||||||||||||||||||||||||||||||||||||77.45445301|0.043276638|12.91||||WDMS|||77.39769101|0.385844657|H|GCRV 27469;GEN# -0.03810980;RE J1623-391;RE J1623-39;[SC96] Mis 32;GSC 07853-00559;HIP 80300;PPM 295000;TYC 7853-559-1;EGGR 274;UBV M 6073;GJ 620.1 B;WG 31;2RE J162334-391325;** RAG 8B;Gaia DR2 6018034958869558912;NSV 7674;USNO-B1.0 0507-00430369;CD-38 10980;RE J162335-391325;CPD-38 6406;WDS J16240-3912B;EUVE J1623-39.2;CPC 18 8104;WD 1620-39;2RE J1623-391;uvby98 -003810980;2MASS J16233382-3913461;RX J1623.5-3913;[SC95] ZET 32;1RXS J162334.0-391359;2EUVE J1623-39.2;PLX 3715.01;1SWASP J162333.83-391346.1;TIC 4400550;WD 1620-391;HIC 80300;Gaia EDR3 6018034958869558912;WDJ162333.84-391346.16;J1623-391;J1623-39;J1623-3913;J1624-3912;J1623-39.2|-1.3|2.8|-3.2|10.885||10.5|11.04||11.15||11.29||11.58|0.02|11.71|0.02|11.77|0.02|||||||||||||||||||||11.0004|0.001199415|10.883363|11.231902|0.001|2|5
CPD-69 177||Gaia EDR3 4646535078125821568|WD 0310-688|4646535078125821568|03 10 31.14|-68 36 05.03|DA|16246|237|8.14|0.04|0.72|0.08|-2.1|0.11|0.2|0.05|||||||||||||||||||||||||||||||||||||||||96.1833587|0.028869182|10.4|||||||39.66823398|-103.2374403|H|GEN# -0.06900177;TYC 9145-601-1;WD 0310-688;HIP 14754;TIC 31674330;GJ 127.1;NSV 1075;2MASS J03103100-6836032;uvby98 -006900177 A;GSC 09145-00601;WD 0310-68;USNO-B1.0 0213-00022473;UBV M 42292;WDS J03105-6836A;CSI-68-03100;UBV 3139;** EGG 6A;CSI-69 177 41;EC 03100-6847;CSV 102408;uvby98 620020021;WISEA J031031.09-683604.4;CPD-69 177;EGGR 21;LB 3303;HIC 14754;Gaia EDR3 4646535078125821568;Gaia DR2 4646535078125821568;GJ 127.1A;WDJ031031.02-683603.38;J0310-6836|0.1|-4.2|2.8|11.413||11.3|11.38||11.47||11.55||11.76|0.02|11.79|0.03|11.86|0.02|||||||||||||||||||||11.409583|0.000932942|11.357257|11.532214|0|1|8
EGGR 105||Gaia EDR3 1232045934759720192||1232045934759720192|14 12 14.68|15 32 53.49|DC|4982|24|8.134|0.013|0.664|0.012|||7.67||||||||||||||||||||||||||||||||||||||||||27.4104824|0.118880846|36.48|||||||-660.4018841|29.38090726|H|2MASS J14121541+1532526;NLTT 36557;Gaia DR2 1232045934759720192;LSPM J1412+1532;TIC 417179426;EGGR 105;LHS 2877;SDSS J141215.17+153253.2;SDSS J141215.16+153253.1;GEN# +6.20020105;CSI+15-14095;UBV 12503;USNO-B1.0 1055-00230231;LP 439-354;Gaia EDR3 1232045934759720192;Gaia DR3 1232045934759720192;J1412+1532;WDJ141215.41+153253.03;1409+157;SDSS J141215.17+153253.20;J1412+1532||||19.08|||||17.8||||16.61836|0.01648|16.374|0.258|16.143|0.274|20.21859|0.04710873|18.59297|0.007493292|17.8585|0.006354574|17.58461|0.006344265|17.47175|0.01373617|18.47629929|0.008873|17.8465004|0.009695|17.59819984|0.004145|17.49370003|0.00664|17.47629929|0.020739|17.889595|0.01905197|18.389997|17.261707|0.002|0|1
